iteration,makespan
0,4751
1,4751
2,4751
3,4751
4,4751
5,4751
6,4751
7,4751
8,4751
9,4751
10,4751
11,4751
12,4751
13,4751
14,4751
15,4751
16,4751
17,4751
18,4751
19,4751
20,4751
21,4751
22,4751
23,4751
24,4751
25,4751
26,4751
27,4751
28,4751
29,4751
30,4751
31,4751
32,4751
33,4751
34,4751
35,4751
36,4751
37,4751
38,4751
39,4751
40,4751
41,4751
42,4751
43,4751
44,4751
45,4751
46,4751
47,4751
48,4751
49,4751
50,4751
51,4751
52,4751
53,4751
54,4751
55,4751
56,4751
57,4751
58,4751
59,4751
60,4751
61,4751
62,4751
63,4751
64,4751
65,4751
66,4751
67,4751
68,4751
69,4751
70,4751
71,4751
72,4751
73,4751
74,4751
75,4751
76,4751
77,4751
78,4751
79,4751
80,4751
81,4751
82,4751
83,4751
84,4751
